date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster,stay_dur,no_of_days_bet_booking,Cin_day,Cin_month,Cin_year
1380290523.0,2.0,3,66.0,348,10388,174.0954,7225,0,0,9,1381536000.0,1381708800.0,2,0,1,7635,3,0,1,2,50.0,675,55,,,12.0,10.0,2014.0
1373257233.0,2.0,3,73.5,13,53632,1833.809641428799,49410,0,0,1,1374019200.0,1374364800.0,2,0,1,19154,6,0,1,6,77.0,6,82,,,17.0,7.0,2014.0
1415223068.0,24.0,3,61.5,51,41641,1833.809641428799,14117,0,0,9,1419811200.0,1419897600.0,2,0,1,8250,1,0,1,2,50.0,628,1,,,29.0,12.0,2014.0
1390293061.0,2.0,3,66.0,448,53593,1210.5151,54163,0,0,1,1395014400.0,1395705600.0,2,0,1,8791,1,0,1,4,8.0,110,26,,,17.0,3.0,2014.0
1413268962.0,2.0,3,66.0,226,51467,1008.2841,36319,0,0,5,1430524800.0,1431129600.0,2,0,1,11335,1,0,1,4,136.0,196,34,,,2.0,5.0,2014.0
1407364537.0,2.0,3,66.0,462,52482,3428.3823035719975,14943,0,0,9,1410048000.0,1410393600.0,2,0,1,21787,6,0,1,6,105.0,29,16,,,7.0,9.0,2014.0
1392069163.0,2.0,3,66.0,256,27008,243.1052,33326,0,0,0,1392422400.0,1392508800.0,2,0,1,12010,1,0,1,2,50.0,723,28,,,15.0,2.0,2014.0
1402918009.0,13.0,3,61.5,171,55543,1833.809641428799,4539,0,0,5,1411171200.0,1412035200.0,2,0,1,34383,6,0,1,2,50.0,700,90,,,20.0,9.0,2014.0
1415611488.0,11.0,3,73.5,155,14703,3428.3823035719975,18999,0,0,9,1416182400.0,1416528000.0,2,0,1,8739,1,0,1,6,144.0,4,16,,,17.0,11.0,2014.0
1407488781.0,2.0,3,66.0,462,52482,3428.3823035719975,14943,0,0,0,1410393600.0,1410652800.0,2,0,1,8740,1,0,1,6,105.0,12,35,,,11.0,9.0,2014.0
1417184872.0,24.5,3,69.0,627,41949,1833.809641428799,14947,0,0,9,1417910400.0,1418342400.0,2,0,1,34383,1,0,1,6,135.0,276,29,,,7.0,12.0,2014.0
1359590075.0,2.0,3,73.5,13,53632,1833.809641428799,49410,0,0,9,1367452800.0,1367971200.0,2,0,1,21222,1,0,1,3,152.0,73,27,,,2.0,5.0,2014.0
1419936459.0,24.5,3,73.5,38,42328,1833.809641428799,6356,0,0,9,1421107200.0,1421280000.0,2,0,1,8220,1,0,1,3,182.0,46,59,,,13.0,1.0,2014.0
1380315011.0,11.0,3,73.5,354,25315,313.5193,39081,0,0,9,1380499200.0,1380672000.0,2,0,1,26227,6,0,1,2,187.5,384,89,,,30.0,9.0,2014.0
1419741212.0,2.0,3,66.0,174,31593,89.6883,50463,0,0,0,1419811200.0,1419984000.0,2,0,1,8278,1,0,1,2,50.0,368,95,,,29.0,12.0,2014.0
1413888633.0,24.0,3,61.5,64,3169,1833.809641428799,9536,0,0,0,1416528000.0,1416787200.0,2,0,1,8221,1,0,1,3,99.0,47,82,,,21.0,11.0,2014.0
1396537895.0,2.0,3,66.0,174,18037,426.8054,52516,0,0,9,1397174400.0,1397433600.0,2,0,1,12264,6,0,1,2,50.0,368,33,,,11.0,4.0,2014.0
1378460034.0,24.0,3,61.5,50,5703,1833.809641428799,6356,0,0,1,1386892800.0,1387324800.0,2,0,1,8266,1,0,1,2,50.0,411,95,,,13.0,12.0,2014.0
1417965949.0,2.0,3,66.0,321,7413,1309.4773,33605,0,0,0,1426204800.0,1426809600.0,2,0,1,8268,1,0,1,2,50.0,682,32,,,13.0,3.0,2014.0
1376886412.0,2.0,3,66.0,220,43026,169.6008,23234,0,0,9,1379894400.0,1380153600.0,2,0,1,8284,1,0,1,2,50.0,685,39,,,23.0,9.0,2014.0
1404546460.0,11.0,3,73.5,354,12328,168.9843,34019,0,0,2,1405036800.0,1405123200.0,2,0,1,34383,1,0,1,2,187.5,386,39,,,11.0,7.0,2014.0
1406780553.0,2.0,3,61.5,154,34719,1833.809641428799,15880,0,0,9,1419033600.0,1419552000.0,2,0,1,8864,1,0,1,4,47.0,1508,66,,,20.0,12.0,2014.0
1410369852.0,2.0,3,66.0,174,26232,2417.413,17817,0,0,2,1420416000.0,1421020800.0,2,0,1,8791,1,0,1,4,8.0,110,71,,,5.0,1.0,2014.0
1411403328.0,2.0,3,66.0,153,50542,2858.966,15632,0,0,2,1412380800.0,1412985600.0,2,0,1,11439,1,0,1,4,163.0,1503,87,,,4.0,10.0,2014.0
1406150628.0,13.0,3,61.5,347,38786,3428.3823035719975,52452,0,0,9,1409270400.0,1409702400.0,2,0,1,11359,1,0,1,2,50.0,1042,42,,,29.0,8.0,2014.0
1366130621.0,2.0,3,66.0,322,44140,211.4713,45906,0,0,1,1366329600.0,1366416000.0,2,0,1,26741,6,0,1,2,50.0,830,40,,,19.0,4.0,2014.0
1416560126.0,2.0,3,66.0,321,47535,1581.5639,44437,0,0,9,1417392000.0,1417910400.0,2,0,1,8279,1,0,1,2,50.0,1230,55,,,1.0,12.0,2014.0
1397068067.0,2.0,3,66.0,174,16634,3428.3823035719975,47000,0,0,9,1398643200.0,1398729600.0,2,0,1,34383,1,0,1,3,104.0,41,60,,,28.0,4.0,2014.0
1411043225.0,2.0,3,66.0,174,9890,226.6858,53057,0,0,2,1420502400.0,1420848000.0,2,0,1,8250,1,0,1,2,50.0,628,83,,,6.0,1.0,2014.0
1404866201.0,24.0,3,61.5,50,5703,1833.809641428799,6549,0,0,7,1405641600.0,1405900800.0,2,0,1,34383,1,0,1,3,5.0,922,85,,,18.0,7.0,2014.0
1415131429.0,2.0,3,66.0,260,19022,2033.3491,15880,0,0,9,1428105600.0,1428624000.0,2,0,1,22391,1,0,1,4,146.0,1537,80,,,4.0,4.0,2014.0
1398537742.0,11.0,3,73.5,155,6802,652.0054,22730,0,0,9,1401408000.0,1401580800.0,2,0,1,4064,3,0,1,2,50.0,673,7,,,30.0,5.0,2014.0
1362008766.0,2.0,3,66.0,174,5938,2031.4216,52846,0,0,9,1362614400.0,1362873600.0,2,0,1,8791,1,0,1,4,8.0,110,84,,,7.0,3.0,2014.0
1405668047.0,2.0,3,66.0,174,50038,1833.809641428799,46267,0,0,9,1406246400.0,1406332800.0,2,0,1,11359,1,0,1,2,50.0,358,40,,,25.0,7.0,2014.0
1374482396.0,2.0,3,66.0,337,25954,779.8215,45567,0,0,5,1376524800.0,1376784000.0,2,0,1,11335,1,0,1,4,136.0,196,20,,,15.0,8.0,2014.0
1411459333.0,2.0,3,66.0,331,54953,316.0372,43328,0,0,9,1411430400.0,1411689600.0,2,0,1,16,1,0,1,2,50.0,419,7,,,23.0,9.0,2014.0
1380303415.0,13.0,3,61.5,171,19639,305.0827,4539,0,0,5,1398902400.0,1399161600.0,2,0,1,8213,1,0,1,6,68.0,275,68,,,1.0,5.0,2014.0
1394709743.0,2.0,3,66.0,435,40631,1933.9205,31143,0,0,9,1422662400.0,1423008000.0,2,0,1,20042,6,0,1,4,96.0,201,52,,,31.0,1.0,2014.0
1395248976.0,2.0,3,69.0,573,33444,1833.809641428799,30850,0,0,9,1396396800.0,1396483200.0,2,0,1,34383,6,0,1,6,187.5,27,41,,,2.0,4.0,2014.0
1406661783.0,2.0,3,66.0,442,44271,147.0976,48590,0,0,9,1406592000.0,1406764800.0,2,0,1,26941,6,0,1,2,50.0,743,40,,,29.0,7.0,2014.0
1405694599.0,2.0,3,73.5,221,49618,1833.809641428799,40969,0,0,9,1409184000.0,1409356800.0,2,0,1,8740,1,0,1,6,105.0,12,22,,,28.0,8.0,2014.0
1393786184.0,13.0,3,61.5,412,8757,1833.809641428799,9681,0,0,9,1398729600.0,1398816000.0,2,0,1,34383,1,0,1,3,82.0,328,61,,,29.0,4.0,2014.0
1410842774.0,2.0,3,73.5,45,38784,1833.809641428799,8239,0,0,9,1418083200.0,1418688000.0,2,0,1,8250,1,0,1,2,50.0,628,1,,,9.0,12.0,2014.0
1412546482.0,2.0,3,66.0,346,29217,3428.3823035719975,46929,0,0,3,1417737600.0,1417996800.0,2,0,1,1725,1,0,1,3,182.0,1493,29,,,5.0,12.0,2014.0
1390403493.0,11.0,3,73.5,155,9118,2416.8601,52528,0,0,9,1394841600.0,1395273600.0,2,0,1,8267,1,0,1,2,50.0,675,90,,,15.0,3.0,2014.0
1410524094.0,2.0,3,66.0,348,48862,3428.3823035719975,10106,0,0,9,1411516800.0,1411603200.0,2,0,1,8799,1,0,1,6,46.0,1463,69,,,24.0,9.0,2014.0
1378730998.0,2.0,3,66.0,258,2554,34.2129,33803,0,0,9,1379203200.0,1379376000.0,2,0,1,5914,3,0,1,2,50.0,1299,48,,,15.0,9.0,2014.0
1359649840.0,24.5,3,73.5,354,25315,342.7328,39775,0,0,9,1368662400.0,1368921600.0,2,0,1,8267,1,0,1,2,50.0,675,70,,,16.0,5.0,2014.0
1357576106.0,2.0,3,66.0,254,46142,736.2199,23532,0,0,2,1359936000.0,1360195200.0,2,0,1,3414,3,0,1,2,50.0,350,48,,,4.0,2.0,2014.0
1393325236.0,2.0,3,66.0,311,33705,2035.164,6929,0,0,2,1396224000.0,1396828800.0,2,0,1,11334,1,0,1,4,96.0,201,33,,,31.0,3.0,2014.0
1418737303.0,2.0,3,66.0,348,29254,3428.3823035719975,51167,0,0,5,1426723200.0,1427500800.0,2,0,1,8213,1,0,1,6,68.0,275,10,,,19.0,3.0,2014.0
1388745320.0,2.0,3,66.0,254,24996,969.0376,23532,0,0,9,1400371200.0,1400544000.0,2,0,1,8793,1,0,1,2,50.0,677,33,,,18.0,5.0,2014.0
1394712669.0,2.0,3,66.0,337,25954,3230.292,45567,0,0,5,1403568000.0,1403740800.0,2,0,1,23547,6,0,1,6,70.0,763,36,,,24.0,6.0,2014.0
1381318157.0,13.0,3,61.5,171,55543,1833.809641428799,4539,0,0,9,1381622400.0,1381881600.0,2,0,1,8289,1,0,1,6,107.0,36,25,,,13.0,10.0,2014.0
1410524237.0,2.0,3,66.0,348,48862,3428.3823035719975,10106,0,0,9,1411430400.0,1411516800.0,2,0,1,21872,1,0,1,6,46.0,1089,97,,,23.0,9.0,2014.0
1399133309.0,2.0,3,66.0,348,53377,336.5617,23532,0,0,0,1399161600.0,1399248000.0,2,0,1,25823,6,0,1,2,50.0,1191,23,,,4.0,5.0,2014.0
1407779279.0,2.0,3,66.0,351,7929,1262.2825,43317,0,0,0,1410566400.0,1411171200.0,2,0,1,383,3,0,1,4,8.0,110,52,,,13.0,9.0,2014.0
1387772884.0,2.0,3,73.5,48,2982,1833.809641428799,26886,0,0,9,1390694400.0,1391558400.0,2,0,1,8267,1,0,1,2,50.0,675,23,,,26.0,1.0,2014.0
1418110254.0,2.0,3,66.0,448,53078,97.7933,47188,0,0,1,1423785600.0,1423958400.0,2,0,1,11994,6,0,1,2,50.0,694,6,,,13.0,2.0,2014.0
1394103555.0,24.5,3,61.5,48,4924,1833.809641428799,35370,0,0,5,1394928000.0,1395100800.0,2,0,1,8819,1,0,1,3,168.0,1242,25,,,16.0,3.0,2014.0
1411367367.0,2.0,3,66.0,363,2495,444.0328,17942,0,0,9,1411430400.0,1411603200.0,2,0,1,14806,1,0,1,2,50.0,618,28,,,23.0,9.0,2014.0
1408784491.0,11.0,3,73.5,354,43201,45.3281,28560,0,0,5,1415836800.0,1415923200.0,2,0,1,12951,5,0,1,2,187.5,397,42,,,13.0,11.0,2014.0
1389260905.0,2.0,3,66.0,356,33823,2453.0025,18795,0,0,1,1389398400.0,1389571200.0,2,0,1,34383,6,0,1,2,50.0,675,97,,,11.0,1.0,2014.0
1415029148.0,2.0,3,66.0,254,21713,1584.5991,23532,0,0,0,1425686400.0,1425772800.0,2,0,1,8824,1,0,1,4,8.0,118,17,,,7.0,3.0,2014.0
1416572152.0,11.0,3,73.5,155,14703,261.7315,52528,0,0,9,1419638400.0,1419811200.0,2,0,1,8273,1,0,1,2,50.0,660,77,,,27.0,12.0,2014.0
1394524825.0,2.0,3,66.0,311,31592,1714.6185,7030,0,0,0,1399075200.0,1399593600.0,2,0,1,8791,1,0,1,4,8.0,110,65,,,3.0,5.0,2014.0
1409396618.0,11.0,3,73.5,354,49492,1579.4871,36936,0,0,0,1411948800.0,1412553600.0,2,0,1,11372,1,0,1,4,121.0,199,80,,,29.0,9.0,2014.0
1400659548.0,2.0,3,66.0,314,49590,900.0726,15844,0,0,9,1400889600.0,1401062400.0,2,0,1,11353,1,0,1,2,50.0,699,42,,,24.0,5.0,2014.0
1404914223.0,24.5,3,61.5,48,4924,1833.809641428799,3972,0,0,9,1407542400.0,1407628800.0,2,0,1,25470,6,0,1,2,50.0,365,41,,,9.0,8.0,2014.0
1371232428.0,11.0,3,73.5,354,12328,245.3875,34019,0,0,9,1372464000.0,1372550400.0,2,0,1,26987,6,0,1,2,50.0,590,14,,,29.0,6.0,2014.0
1365668170.0,2.0,3,73.5,13,53632,1833.809641428799,49410,0,0,9,1368748800.0,1369180800.0,2,0,1,34383,4,0,1,5,147.0,143,30,,,17.0,5.0,2014.0
1406965216.0,2.0,3,73.5,69,8251,1833.809641428799,53412,0,0,3,1409270400.0,1409616000.0,2,0,1,8819,1,0,1,3,168.0,1242,57,,,29.0,8.0,2014.0
1389190540.0,2.0,3,66.0,462,41898,2455.2272,1482,0,0,1,1393027200.0,1393459200.0,2,0,1,28494,6,0,1,2,50.0,680,77,,,22.0,2.0,2014.0
1380312916.0,11.0,3,73.5,354,25315,149.9525,39081,0,0,9,1380326400.0,1380412800.0,2,0,1,25950,6,0,1,2,187.5,379,4,,,28.0,9.0,2014.0
1411403722.0,2.0,3,66.0,174,21356,1533.3288,7523,0,0,9,1414800000.0,1415318400.0,2,0,1,13968,6,0,1,4,8.0,121,81,,,1.0,11.0,2014.0
1411999504.0,2.0,3,66.0,174,25897,1705.1833,51513,0,0,9,1413849600.0,1413936000.0,2,0,1,11812,1,0,1,2,50.0,538,47,,,21.0,10.0,2014.0
1410808034.0,2.0,3,66.0,311,45008,1833.809641428799,1561,0,0,9,1411084800.0,1411257600.0,2,0,1,34383,7,0,1,2,50.0,674,68,,,19.0,9.0,2014.0
1409811284.0,2.0,3,73.5,44,32227,1833.809641428799,45936,0,0,1,1410912000.0,1411344000.0,2,0,1,21802,1,0,1,6,187.5,238,53,,,17.0,9.0,2014.0
1378727443.0,24.5,3,73.5,385,46963,3428.3823035719975,38878,0,0,9,1385769600.0,1385856000.0,2,0,1,468,1,0,1,3,48.0,153,76,,,30.0,11.0,2014.0
1416675874.0,24.5,3,73.5,627,47725,1833.809641428799,1048,0,0,9,1435276800.0,1435449600.0,2,0,1,8803,1,0,1,3,151.0,69,29,,,26.0,6.0,2014.0
1417544807.0,2.0,3,70.0,49,46422,1833.809641428799,46929,0,0,9,1417564800.0,1417737600.0,2,0,1,20825,6,0,1,3,182.0,1493,75,,,3.0,12.0,2014.0
1405634959.0,2.0,3,73.5,187,12365,1833.809641428799,40969,0,0,9,1409184000.0,1409270400.0,2,0,1,33390,6,0,1,6,105.0,12,8,,,28.0,8.0,2014.0
1367867082.0,2.0,3,66.0,258,4687,3428.3823035719975,33803,0,0,3,1372550400.0,1372809600.0,2,0,1,8862,1,0,1,6,187.5,1466,99,,,30.0,6.0,2014.0
1407926997.0,24.0,3,61.5,50,5703,1833.809641428799,6549,0,0,2,1419724800.0,1419897600.0,2,0,1,34383,1,0,1,3,5.0,922,20,,,28.0,12.0,2014.0
